sentence_index,sentence_length,unks,uuas_sum,uuas_triu,uuas_tril,uuas_none
142,21,3,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.42105263157894735
143,8,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5
144,16,0,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.5384615384615384
145,19,1,0.6,0.4666666666666667,0.4666666666666667,0.6666666666666666
146,32,2,0.3333333333333333,0.2962962962962963,0.2962962962962963,0.2962962962962963
147,32,5,0.4444444444444444,0.37037037037037035,0.37037037037037035,0.4444444444444444
148,26,2,0.391304347826087,0.30434782608695654,0.391304347826087,0.391304347826087
149,26,5,0.3,0.25,0.3,0.3
150,11,0,0.375,0.375,0.375,0.5
151,27,1,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.4782608695652174
152,19,3,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.35294117647058826
153,16,1,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.38461538461538464
154,19,1,0.5625,0.5,0.4375,0.5625
155,20,0,0.5555555555555556,0.3888888888888889,0.4444444444444444,0.5
156,22,1,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.3684210526315789
157,30,8,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.14285714285714285
158,12,1,0.6,0.3,0.6,0.7
159,27,6,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.18181818181818182
160,29,2,0.2692307692307692,0.23076923076923078,0.34615384615384615,0.3076923076923077
161,21,3,0.4117647058823529,0.35294117647058826,0.35294117647058826,0.4117647058823529
162,21,2,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.3888888888888889
163,28,5,0.45,0.5,0.45,0.6
164,16,1,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.5
165,11,0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4444444444444444
166,9,1,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857
167,10,1,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.5714285714285714
168,20,1,0.3333333333333333,0.4444444444444444,0.16666666666666666,0.3333333333333333
169,13,1,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727
170,9,0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857
171,20,2,0.5,0.4375,0.4375,0.5
172,16,2,0.5,0.5714285714285714,0.35714285714285715,0.5
173,16,2,0.42857142857142855,0.2857142857142857,0.35714285714285715,0.42857142857142855
174,27,3,0.38095238095238093,0.2857142857142857,0.42857142857142855,0.5238095238095238
175,21,0,0.4117647058823529,0.5294117647058824,0.35294117647058826,0.47058823529411764
176,19,1,0.1875,0.3125,0.3125,0.3125
177,32,8,0.4074074074074074,0.3333333333333333,0.4074074074074074,0.4074074074074074
178,10,1,0.125,0.375,0.25,0.0
179,13,0,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.45454545454545453
180,23,1,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.5238095238095238
181,20,2,0.5294117647058824,0.35294117647058826,0.47058823529411764,0.47058823529411764
182,37,7,0.3548387096774194,0.1935483870967742,0.3870967741935484,0.3548387096774194
183,30,3,0.39285714285714285,0.32142857142857145,0.35714285714285715,0.35714285714285715
184,12,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857
185,18,3,0.2,0.4,0.26666666666666666,0.4
186,29,5,0.5238095238095238,0.5714285714285714,0.47619047619047616,0.5714285714285714
187,17,3,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182
188,21,2,0.6111111111111112,0.5555555555555556,0.3888888888888889,0.7222222222222222
189,26,1,0.5,0.5,0.5,0.5
190,43,7,0.42857142857142855,0.37142857142857144,0.34285714285714286,0.34285714285714286
191,15,3,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.36363636363636365
192,31,2,0.48148148148148145,0.37037037037037035,0.3333333333333333,0.4444444444444444
193,17,0,0.6,0.4666666666666667,0.5333333333333333,0.4666666666666667
194,41,4,0.3333333333333333,0.4166666666666667,0.25,0.3611111111111111
195,42,4,0.4,0.375,0.35,0.35
